02B2,Shadow Temple,Outside Boss Door
02B6,Shadow Temple,Shadow Temple Boss Secret Map #0
02BA,Gerudo Fortress From Thieves' Hideout (K)
02BE,Gerudo Fortress From Thieves' Hideout (J)
02C2,Gerudo Fortress From Thieves' Hideout (H)
02C6,Gerudo Fortress From Thieves' Hideout (I)
02CA,Temple of Time,Pull or Place Master Sword
02CE,Chamber of Sages,??? (Forest Medallion?)
02D2,Gerudo Fortress From Thieves' Hideout (F)
02D6,Gerudo Fortress From Thieves' Hideout (G)
02DA,Gerudo Fortress From Thieves' Hideout (M)
02DE,Gerudo Fortress From Thieves' Hideout (N)
02E2,Lon Lon Ranch,Near South Gate
02E6,Lon Lon Ranch,Near West Gate
02EA,Shooting Gallery From Kakariko Village
02EE,Sacred Forest Meadow From Lost Woods
02EF,Cutscene Map,
02F0,Shooting Gallery From Kakariko Village
02F5,Spirit Temple,Boss Room Entrance from Spirit Temple Boss
02F9,Stables From Lon Lon Ranch
02FD,Kakariko Village House,Boss's House from Kakariko Village
0301,Inside Jabu Jabu's Belly Boss From Inside Jabu Jabu's Belly
0305,Fire Temple Boss From Fire Temple
0309,Lake Hylia From Fishing Pond
030D,Gravekeeper's Hut From Graveyard
0311,Hyrule Field,Zora River Water
0315,Great Fairy Fountain From Death Mountain Trail
031C,Grave with Redead From Graveyard
0320,Temple of Time,Standing facing away from SoT spot
0324,Temple of Time,After pulling the MS for first time?
0328,Zora's Domain From Lake Hylia
032C,Tower Collapse Exterior,Tower Collapse Interior Boss Room Floor (Lower)
0330,Tower Collapse Exterior,Tower Collapse Interior Burning Rocks (Higher)
0334,Tower Collapse Exterior,Tower Collapse Interior Burning Rocks (Lower)
0338,Kokiri Forest,Spawn on Link's House
033C,Kokiri Forest From House of Twins
0340,Hyrule Castle From Magic Fairy Fountain
0341,Hyrule Castle From Magic Fairy Fountain
0342,Ganon's Castle From Magic Fairy Fountain
0343,Ganon's Castle From Magic Fairy Fountain
0344,Hyrule Castle From Magic Fairy Fountain
0345,Kakariko Village From Cow Heartpiece House (Door)
0349,Kakariko Village,Kakariko Village House Boss's House
034D,Kakariko Village From Granny's Potion Shop
0351,Kakariko Village,? Windmill
0355,Graveyard From Gravekeeper's Hut
0359,Graveyard,? Dampe's Grave
035D,Graveyard From Grave with Shield
0361,Graveyard From Grave with Redead
0365,Haunted Wasteland From Desert Colossus
0369,Haunted Wasteland,Crashes (Bad Map)
036D,Small Fairy Fountain From Grotto spot
0371,Magic Fairy Fountain From Zora's Fountain
0378,Lon Lon Ranch,Ranch House Talon's House
037C,Goron Shop From Goron City
0380,Zora Shop From Zora's Domain
0384,Kakariko Potion Shop From Kakariko Village
0388,Market Potion Shop From Market
038C,Back Alley - Day From Puppy Woman's House
038D,Back Alley - Night From Puppy Woman's House
038E,Back Alley - Day From Puppy Woman's House
038F,Back Alley - Night From Puppy Woman's House
0390,Bombchu Shop,??? (Back Alley)
0394,Zora's Fountain From Great Fairy Fountain
0398,Puppy Woman's House,Puppy Woman's House Back Alley (Left)
039C,Impa's House From Kakariko Village
03A0,Carpenter's Tent From Gerudo Valley
03A4,Gerudo Fortress From Thieves' Hideout (L)
03A8,Gerudo Fortress From Gerudo Training Grounds
03AC,Gerudo Fortress From Haunted Wasteland
03B0,Gerudo Fortress,After Horseback Archery from Gerudo Fortress
03B4,Gerudo Fortress,Captured First Time with Hookshot
03B8,Market - Child Day From Bazaar
03B9,Market - Child Night From Bazaar
03BA,Market - Adult From Bazaar
03BB,Market - Adult From Bazaar
03BC,Market - Child Day From Bombchu Bowling Alley
03BD,Market - Child Night From Bombchu Bowling Alley
03BE,Market - Adult From Bombchu Bowling Alley
03BF,Market - Adult From Bombchu Bowling Alley
03C0,Back Alley - Day From Bombchu Shop
03C1,Back Alley - Night From Bombchu Shop
03C2,Back Alley - Day From Bombchu Shop
03C3,Back Alley - Night From Bombchu Shop
03C4,Zora's Domain From Zora Shop
03C8,Lake Hylia,Hyrule Field Entrance
03CC,Lake Hylia From Lakeside Laboratory
03D0,Gerudo Valley From Carpenter's Tent
03D4,Zora's Fountain From Ice Cavern
03D8,Zora's Fountain,SE corner facing fallen tree
03DC,Tower Collapse Interior,Stalfos Fight Room Tower Collapse Exterior Higher
03E0,Tower Collapse Interior,Stalfos Fight Room Tower Collapse Exterior Lower
03E4,Tower Collapse Interior,Staircase Down Tower Collapse Exterior Higher
03E8,Kakariko Potion Shop,Kakariko
03EC,Kakariko Potion Shop,Back Door from Kakariko Village
03F0,Spirit Temple,Desert Colossus Silver Gauntlets Chest
03F4,Spirit Temple,Desert Colossus Mirror Shield Chest
03F8,Spirit Temple,Crashes (Bad Map)
03FC,Goron City From Goron Shop
0400,Zelda's Courtyard From Castle Courtyard
0407,Inside Jabu Jabu's Belly,Map 14 Inside Jabu Jabu's Belly Boss Secret Map #0
040B,Dodongo's Cavern Boss From Dodongo's Cavern
040F,Deku Tree Boss From Deku Tree
0413,Shadow Temple Boss From Shadow Temple
0417,Water Temple Boss From Water Temple
041B,Ganon's Tower Climb From Inside Ganon's Castle
041F,Ganondorf Boss Room From Ganon's Tower Climb
0423,Water Temple,Main Entrance
0427,Ganon's Tower Climb From Outside Boss Door
042B,Ganon's Tower Climb,Facing Boss Key Door
042F,Lon Lon Ranch From Stables
0433,Mido's House From Kokiri Forest
0437,Saria's House From Kokiri Forest
043B,Back Alley Village House,Back Alley Guy's House Back Alley (Right)
043F,Tower Collapse Exterior,Death Cutscene from Ganondorf Boss Room
0443,Kokiri Forest From Mido's House
0447,Kokiri Forest From Saria's House
044B,Kakariko Village From Kakariko Potion Shop
044F,?,Dampe's Grave from Graveyard
0453,?,Windmill from Kakariko Village
0457,Kokiri Forest,After Deku Tree Death Cutscene from Kokiri Forest
045B,Death Mountain Trail From Great Fairy Fountain
045F,Fishing Pond From Lake Hylia
0463,Kakariko Village From Shooting Gallery
0467,Inside Ganon's Castle From Castle
0472,Outside Temple of Time - Child Day From Temple of Time
0473,Outside Temple of Time - Child Night From Temple of Time
0476,Hyrule Field,Lon Lon Ranch Front Gate Jump
047A,Death Mountain Trail,Goron Ruby Cutscene
047E,Hyrule Castle,Guard Capture (Outside)
047F,Hyrule Castle,Guard Capture (Outside)
0480,Ganon's Castle,Crashes (Bad Map)
0481,Ganon's Castle,Crashes (Bad Map)
0482,Death Mountain Crater From Great Fairy Fountain
0486,Thieves' Hideout From Gerudo Fortress (B)
048A,Thieves' Hideout From Gerudo Fortress (C)
048E,Thieves' Hideout From Gerudo Fortress (D)
0492,Thieves' Hideout From Gerudo Fortress (E)
0496,Thieves' Hideout From Gerudo Fortress (K)
049A,Thieves' Hideout From Gerudo Fortress (J)
049E,Thieves' Hideout From Gerudo Fortress (H)
04A2,Thieves' Hideout From Gerudo Fortress (I)
04A6,Thieves' Hideout From Gerudo Fortress (F)
04AA,Thieves' Hideout From Gerudo Fortress (G)
04AE,Thieves' Hideout From Gerudo Fortress (M)
04B2,Thieves' Hideout From Gerudo Fortress (N)
04B6,Tower Collapse Interior,Staircase Down from Tower Collapse Interior Exit
04BA,Tower Collapse Exterior,Tower Collapse Interior Boss Room Floor (Higher)
04BE,Great Fairy Fountain From Death Mountain Crater
04C2,Great Fairy Fountain From Castle
04C6,Lost Woods,??? placed west of Cojiro Guy map
04CA,Lon Lon Ranch,Pay Ingo to Ride
04CE,Lon Lon Ranch,Beat Ingo Both Times
04D2,Lost Woods,Exit point clockwise from SFM exit
04D6,Lost Woods From Goron City
04DA,Lost Woods From Zora River
04DE,Lost Woods From Hyrule Field
04E2,Goron City From Lost Woods
04E6,Lake Hylia,Beat Water First Time (Sheik)
04EA,Shadow Temple,
04EE,Kakariko Village From House of Skulltula
04F2,Great Fairy Fountain,Leaving puts you at 044B
04F6,Death Mountain Crater,Bolero Entrance
04FA,Hyrule Castle,Castle Courtyard Caught by guard
04FB,Hyrule Castle,Castle Courtyard Caught by guard
04FC,Ganon's Castle,Castle Courtyard Caught by guard
04FD,Ganon's Castle,Castle Courtyard Caught by guard
04FE,Hyrule Castle,Castle Courtyard Caught by guard
04FF,Kakariko Village,Kakariko Potion Shop Back Entrance
0503,?,Windmill After Song of Storms?
0507,Bombchu Bowling Alley From Market
050B,Graveyard From Royal Family Tomb
050F,Hyrule Field,Get Ocarina of Time
0513,Kakariko Village From Nocturne Cutscene
0517,Ganon Battle From Tower Collapse Interior Exit
051C,Tower Collapse Exterior,Tower Collapse Interior Stalfos Fight (Lower)
0520,Beshitu,
0524,Tower Collapse Exterior,Tower Collapse Interior Stairs
0528,Bombchu Shop,Back Alley (Left)
052C,Bazaar From Market
0530,Happy Mask Shop From Market
0534,Inside Ganon's Castle From Ganon's Tower Climb
0538,Inside Ganon's Castle,Clear Forest Trial from Inside Ganon's Castle
053C,Inside Ganon's Castle,Clear Water Trial from Inside Ganon's Castle
0540,Inside Ganon's Castle,Clear Shadow Trial from Inside Ganon's Castle
0544,Inside Ganon's Castle,Clear Fire Trial from Inside Ganon's Castle
0548,Inside Ganon's Castle,Clear Light Trial from Inside Ganon's Castle
054C,Inside Ganon's Castle,Clear Spirit Trial from Inside Ganon's Castle
0550,House of Skulltula From Kakariko Village
0554,Kakariko Village,Owl Drop Spot Death Mountain Crater Owl Teleport
0558,Lon Lon Ranch,You're too slow!
055C,Lon Lon Ranch,??? (Near Ingo/Malon)
0560,Lake Hylia From Zora's Domain
0564,Death Mountain Crater From Fire Temple Blue Warp
0568,Graveyard,Nocturne Warp
056C,Tower Collapse Interior Exit,Tower Collapse Interior Stairs
0570,Thieves' Hideout From Gerudo Fortress (L)
0574,Royal Family's Tomb,Sun Song Cutscene
0578,Magic Fairy Fountain From Castle
057C,Desert Colossus From Great Fairy Fountain
0580,Graveyard From Shadow Temple Blue Warp
0584,Forest Temple,Ceiling Crush room
0588,Magic Fairy Fountain From Desert Colossus
058C,Temple of Time,Temple of Time Light Arrow Cutscene
0590,Temple of Time,Front of Pedestal
0594,Hyrule Field,After Impa Escort Cutscene
0598,Grottos,Big Skulltula
059C,Grottos,Heartpiece Scrub
05A0,Grottos,Two Redead
05A4,Grottos,Three Deku Salescrubs
05A8,Grottos,Webbed
05AC,Grottos,Octoroc
05B0,Grottos,"Two Deku Salescrubs, Closest sells Deku Nut Upgrade"
05B4,Grottos,Two Wolfos
05B8,Grottos,Bomb Wall
05BC,Grottos,"Two Deku Salescrubs, Closest sells Green Pot"
05C0,Grottos,Tektite
05C4,Grottos,Forest Stage
05C8,Impa's House,Roof entrance from Kakariko Village
05CC,Bottom of the Well,???
05D0,Lon Lon Ranch Buildings,Back Tower from Lon Lon Ranch
05D4,Lon Lon Ranch,Lon Lon Ranch Buildings Back Tower
05D8,Ice Cavern,
05DC,Kakariko Village,Impa's House Cow Exit
05E0,Lost Woods,Kokiri Forest Hyrule Exit
05E4,Lon Lon Ranch Buildings,Talon's House from Lose/Win Cucco Game
05E8,Kokiri Forest,Deku Sprout Cutscene
05EC,Spirit Temple Boss,Inside Boss Map
05F0,Zelda's Courtyard From Triforce Legend CS
05F4,Temple of Time,Prelude Entrance
05F8,Gerudo Fortress,Captured Second Time
05FC,Grottos,Cow
0600,Sacred Forest Meadow,Minuet Warp
0604,Lake Hylia,Serenade Warp
0608,Sacred Forest Meadow,Forest Temple Boss Blue Warp
060C,Lake Hylia,Water Temple Boss Blue Warp
0610,Desert Colossus,Spirit Temple Boss Blue Warp
